,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30
otu_1253,0.00021299322273058,0.00023903626067452242,0.00017703887641115054,6.052062283738498e-05,0.00022581951694382107,0.0004838084299660576,0.00011676631791305614,0.00018645213280858497,0.00054518350539528,0.00013382549043547697,1.3216051287579706e-05,9.922553151572683e-05,9.623805324933492e-05,4.269200152062872e-05,7.383242153448838e-05,0.00010258425782031359,0.0006233334299844131,0.00010382944675718155,0.00011672739290215755,0.0008268753772608125,5.962710832982121e-05,0.0002051267770592171,0.00040428688184987693,2.0100165224780693e-05,0.00013517940582237622,0.0002480866355032225,5.759478925589379e-05,0.00013454175371915058,0.00013496362936160408,8.829784452439894e-05
otu_1254,3.589404893424806e-05,5.806645648298776e-05,0.0008764345308222797,2.8104561187296676e-05,0.00022993417921973435,7.441730136748875e-05,0.00016176443367172397,0.00025887647399202543,0.00028756505035075464,0.0006777171090009568,6.506254726322537e-05,0.00012735937093929478,6.061198433864575e-05,6.020680358249759e-05,0.0002509782051262165,0.00018932946161941992,0.0003914064485672524,7.791084844214162e-05,0.0002450339712969258,2.933806784090281e-05,9.79872426467966e-05,0.0001364205930605305,0.00020076547353295972,0.0004902360184133829,0.00015622752380824723,0.00017986209794035307,2.683308911193449e-05,7.952933945124357e-05,0.00014026278595352345,7.866377558039998e-05
otu_1255,7.783062281002968e-05,0.0001419620849958697,6.123786508314589e-05,2.41411923056285e-05,0.00010371399799910988,0.0002636062974535575,0.0001413397779743484,0.00012365014292770434,0.0001467906890382838,0.00018808985842325856,7.358364067598468e-05,8.611238814898742e-05,0.0012914282875216673,0.00018081448439209312,0.0001055280251305144,0.00026355556130310996,5.062313915412845e-05,2.536635746947032e-05,0.00033000409027856534,0.00020241881299301186,9.285590303331107e-05,0.0004607936539498224,5.119045687206598e-05,5.251956187130442e-05,5.521008274106711e-05,6.081190120121383e-05,4.1460732185205416e-05,0.00014309950251007082,0.000620154612407708,0.0002386935547734825
otu_1256,0.00012375798956046423,5.012774423589285e-05,0.00023185421073047352,0.00011046043870526902,0.00032180481424076,0.00017453767662458137,0.00040015620837024595,0.00011556384488311463,0.0006895102725507214,0.00031922476803305925,3.473605671853712e-05,0.0003502733851585959,0.0001723308461630565,0.00023636037064332443,0.00011215689552735992,3.20733937694297e-05,0.00024353981060840202,0.00016300702801088659,0.00022156658602188182,0.00020262690089900524,0.00029775277977406035,0.00011052453977447876,0.00010462120349546587,0.00033058239723431516,0.00013408022689132955,0.00027800050343719263,0.00031143803292006173,0.0003068778412134838,7.491997332499217e-05,2.3996207054210737e-05
otu_1257,7.665991895180049e-05,7.032179904140385e-05,7.860634063915485e-05,6.889302726032554e-05,7.285937753025588e-05,4.875424058272453e-05,0.00040868931877593014,0.0008760370679602947,0.00012273725101423366,0.00012925121790354385,0.00037868903892021615,0.000149897888930682,0.0001817805886270301,0.0007208270269314312,0.00017435857561099057,0.0001094058772901292,7.007011757539975e-05,0.0004411957955905692,9.552571202005277e-05,0.00010902466464726544,7.084228007302819e-05,0.0004558286228232061,7.530051166782741e-05,0.00011806426250971298,0.00016543412579676786,5.758619492912008e-05,0.00017264537390904037,4.672762802248095e-05,0.0001685220002384696,0.00021090870872806692
otu_1258,4.646452767910022e-05,0.00014433928876207637,9.600392782063217e-05,0.00017203623799723258,0.00013125081423202465,0.0001468597098782775,0.00021327004412288508,0.0007055287172097913,0.0006327408952252849,4.068075332955316e-05,0.00012498621058595536,0.0004545656700237591,2.73137721433766e-05,0.0001611163288740772,0.00014732007904205656,0.0001520466080032112,0.0001353087510799327,8.385620028488857e-05,0.00011741676284948316,0.0009149040085451056,0.00010554311663228806,0.00015946935131838695,9.984411061050668e-05,0.0001902054080633056,0.00028325956213729256,5.684452335346623e-05,4.217108256083279e-05,0.00010592472351030554,0.0009252622172054278,0.00011161703549125602
otu_1259,0.00011862052654132574,4.195974754770893e-05,0.00021885211588216949,1.1577583717759593e-05,7.91161230853072e-05,0.00014243467749805463,0.00016120810734844408,0.00010616977271056352,0.0004293270961488337,2.7085083784791156e-05,6.700053503962521e-05,3.3038935448934423e-05,0.0005531934266308924,0.0007565681330483312,4.249302580823098e-05,2.1281953522976487e-05,8.443407909148465e-05,5.393047887845835e-05,5.0094791503073564e-05,0.00012672561113371314,0.0002499590161845448,2.541500342171707e-05,0.00028832213188964426,3.943619055248928e-05,0.00018886708255630002,0.0003465384495689584,0.00032257642013946395,0.00022737743685931916,0.0004044137597130118,0.00046014336156771825
otu_1260,0.00010416059070541914,0.0002663085492051748,8.037858536568887e-05,3.710596094475492e-05,0.00010074618337842106,4.7638278855197505e-05,0.000279842342877578,0.00013427896180359525,0.0003792265714081182,0.0002922329475537875,5.7023438301194986e-05,0.00013491259405883885,7.382743080044134e-05,0.0001263172390856852,0.001492195395897494,5.453945163469543e-05,0.00017598332480667664,0.0002689018414657347,4.4493338819409983e-05,0.00019073194709683558,0.00040563837187575994,5.4008246089516585e-05,0.00038073450127754636,0.00017124166384415668,0.0002505777326972117,2.4401053209542836e-05,0.00020556906824073504,7.700764036081944e-05,6.659949613489166e-05,2.4542613478005337e-05
otu_1261,0.00014253974905055895,0.00034923237236757573,0.00022952116807543012,6.907749270579428e-05,0.00016330252965269168,0.00010171209994447677,3.825696136031995e-05,0.0002278314757367768,0.00013318838870879224,0.0001336425475446713,0.0002671013124500845,0.0002972092999527953,0.00023132412117188788,1.9285834892551357e-05,0.00010142809337794595,0.00045895340143418413,0.0002897460670703591,0.0011331983302691733,0.0003587858445656821,0.0002768871220437958,0.00032710253506882124,0.0002732460113762398,0.00010309123018978376,0.00017068403626581283,0.0003336530221882711,6.056288288613183e-05,0.00013336840686969454,0.0001333542219648534,0.00043156989608155117,0.00015727446593032066
otu_1262,0.00013701743315233845,0.0006186699447695585,0.0004657528414378185,0.0004134213165315985,0.0001747227496500182,5.0059434332704096e-05,0.0002600339943964149,3.846918548522935e-05,0.00018808598541047,0.0001409123242606889,0.0002124455637296617,0.00017509677619641887,4.165566940025984e-05,9.102692322475906e-05,0.000221999725838389,0.00024087307801211937,1.3234482634910862e-05,0.0001301903405806705,0.0011298566280463509,0.00010382147375106882,3.8267061889444705e-05,0.00012836551971297973,0.0005708399181066162,0.0005823403516542962,0.0003111760921247385,3.101538287124444e-05,0.0001451123669155983,3.940947152818996e-05,0.00026294130173436676,2.836070651831857e-05
otu_1263,0.00041818688344133427,5.07113502640346e-05,0.0005247585816710733,8.176043017930841e-05,4.4589404394380744e-05,0.0004824648379162507,5.270095112971855e-05,0.00018481541497793666,0.00030734936271018757,0.00031122332540649115,0.00015115641992843664,0.00035797397668637304,3.638922616363327e-05,0.0001072487433245159,9.722765287792926e-05,0.00012021136357384257,8.579339419530926e-05,5.208386310596471e-05,0.00011339911139652012,6.685730560980554e-06,0.00011047681415893803,5.024655361100094e-05,0.00022878107767017737,5.1677750402078346e-05,9.890845340306437e-05,0.0001064445422847346,5.9934342610954234e-05,6.634386574515091e-05,0.00013700378662278643,4.4089594389311334e-05
otu_1264,0.00019891232559576873,0.00097295190429308,0.0001361049669572101,7.595396830665415e-05,0.0003405661470825178,2.5676008463959124e-05,3.461694374336165e-05,0.00029436497795156665,1.2015156639137043e-05,0.00031735439678333893,9.206533023782814e-05,0.00010037321591247653,0.00033658609472596675,3.4793621547270836e-05,4.0913947846813264e-05,0.0001103394797242602,4.096427512335365e-05,0.00010884495401908113,3.614062241294696e-05,7.533058003529449e-05,0.0004529117550458669,3.5496138957059394e-05,0.00034691294101148906,4.084068442522529e-05,4.250014176499518e-05,4.197851291682456e-05,5.096636512570901e-05,5.749785690130357e-05,0.0005234979423246938,7.939563590569742e-05
otu_1265,0.0003025438894737234,4.6850471373470124e-05,0.00024055146150392582,3.520717303868834e-05,0.0026277070916057685,8.620439703548246e-05,0.0001867017199009063,0.00023749490559358516,2.4587305095135296e-05,0.00014464329244233363,0.00011783701104589474,0.00037612157674458995,0.00024316159037787746,0.0002163196827776871,0.0001335367016809581,0.00035917997362651177,7.129883196660999e-05,0.00016638841786995612,0.00022714392535762008,0.0006285087244961255,0.000559183503536854,0.00029856286555572447,0.00021717344496214097,0.0005786093568944962,0.0005617373713199244,9.165179790832777e-05,0.00012752464240380315,8.448613226052666e-05,0.0001504628622126531,5.739807887494411e-05
otu_1266,5.948692221285546e-05,0.00017473918033149207,0.00011528105205176266,3.919929986470987e-05,9.665796318298201e-05,3.508917355894958e-05,9.606343591674903e-06,0.00013745568374298845,9.423927178276256e-05,0.00014657290360624225,0.00024461975296176164,0.00028370126873972543,8.154420188378094e-05,0.00040636482894337156,0.0005103503070934991,0.00022839014622772928,0.0002813933777920998,0.000543477398214905,0.00018017548553159591,0.0002036506921665577,0.0001914626257849308,0.00012231391202119466,0.00033119547610594097,5.3226966187191934e-05,0.0001337409605052558,0.00010547639846208751,0.00010356062381312743,5.220951821856693e-05,0.0011239339655360187,0.00015102585044530248
otu_1267,8.525468291258124e-05,0.00010040656631545442,3.678019751492399e-05,7.413244685822252e-05,0.00020767511858107665,0.0009063102076804849,0.00013505637972870393,2.0846368317662522e-05,0.00011462927462293646,8.500598479099599e-05,0.00019133123428605476,0.00035113165042776213,0.0003282273037483317,3.4060954809979076e-05,0.00010399106265806579,0.00010310362017941952,4.899809832370575e-05,0.00028191900442358514,0.00046934606543579257,0.00011471830572431451,4.186246649891808e-05,0.0001030388014739945,0.0002741819700618938,0.00012263499658457985,0.00018619497333536536,4.8632064513087375e-05,1.9040431153451067e-05,4.377968987198531e-05,0.00014938571513086973,3.8102359638455174e-05
otu_1268,6.733547999804002e-05,0.00026278612112392387,3.6467537135661424e-05,9.890643911695595e-05,4.6799215542436706e-05,2.884268860013132e-05,0.001859844069550451,6.817213983233028e-05,0.0003628041988984352,0.0001634727624976414,5.675037553214624e-05,2.8150040250198197e-05,1.7732692450189015e-05,0.00036496384647352067,9.734779758809271e-05,0.0003697469768360353,0.0007336393338968817,0.00036239783162566843,0.00015711612829896494,0.00018553300294643822,0.0004597097580441531,0.0002529442556685064,0.00013975346248244134,0.00014883162541366645,5.892724120426356e-05,2.3089141455462854e-05,0.00036255039906136235,0.00014689387334502511,8.521317837529625e-05,0.0002792427237731987
otu_1269,3.624352422773274e-05,0.0001626059180977687,0.0001223164483220564,9.983120040088962e-05,9.194185813112476e-05,0.00015768450043873134,0.0002432774574568039,3.6532385120699805e-05,0.00016556395917124257,0.00015814554197945686,6.868320211229361e-05,0.0003106214664250294,4.638397517136258e-05,0.00011613209214559922,0.00014442379828255556,0.00012757928468491776,9.43968131216158e-05,6.379808394749177e-05,0.00018227322864177166,0.00016434972641113176,9.861853075868997e-05,9.921109215800784e-05,5.5085107839612015e-05,0.0001951049492748677,5.724945457286295e-05,0.00037077889685168514,0.0001754049841379578,0.00038399283217452964,0.00030738571102864007,0.00018769642221834143
otu_1270,0.0002442495501072463,0.00015638862906523378,8.670582767187047e-05,0.0003711637568783525,0.00010662135921875253,0.00010337287418213728,0.00010821834544978308,0.00018086434743730533,0.0002807382089330987,0.00019829885351472487,0.00030297518588299344,0.00013715629037360105,0.00018921676963363113,0.00023802268758642988,0.00029453255925355077,0.0002194393799423516,0.0001919629972406493,0.00043791401259549113,0.0004939302508333265,0.0005096155960232925,0.0002470222337697947,9.154926954192125e-05,0.0002770228823506998,0.0002580016915277018,0.00016649124657678826,0.0005994424589855947,3.568856740537106e-05,4.0920685251323784e-05,0.00023874969668818266,0.0009518099408791125
otu_1272,9.013518735724267e-05,5.98106272106657e-05,4.0127884467729014e-05,8.468567862481206e-05,0.0002929048150396477,7.875368928281818e-05,0.0001386173765875698,8.406229313953566e-05,1.3591633199590921e-05,0.0003064582634647254,0.00043843437405896666,4.508399698714483e-05,0.00013950768476199592,5.205058634930399e-05,4.801791499692412e-05,7.28832116413899e-05,0.0003087754847076598,0.00011340468295530754,8.058149375365993e-05,0.00020603226222100306,0.0006009319104269058,0.00017175317944483564,9.837777805440218e-05,0.0002727338311812688,3.708687164290196e-05,2.7577425373462244e-05,0.0003708403131965389,0.00038098558694823695,0.00014837230192129018,0.000533118251740158
otu_1273,0.00012442148599826203,0.00013598579786828135,4.721074799676911e-05,0.0007145968447682088,2.3988549122145312e-05,0.00018926332429256343,1.0996295845896449e-05,0.00020001613163305796,0.00018130183938194232,0.00025841444479477187,0.00028739992274987383,0.00022841475729376285,0.00014152147527063624,3.8131619235183825e-05,0.0003344874040057709,7.604809913622183e-05,0.00019678360668530726,0.001522568419458907,0.00047421620628270263,4.5548099217944073e-05,2.2551575336475806e-05,0.00013497682255321893,0.0014603970724530607,0.0002937639858189824,5.630523742114444e-05,7.600156952602587e-05,6.251755063380935e-05,3.9403466791921226e-05,0.0013179877022363804,0.00043240264631066875
otu_1274,0.00019397232461512506,0.00014305241677384388,0.00011595784948488787,0.00016346085273819558,0.0002633537666177236,0.00021599894200869827,0.0002538898759614654,0.00011358288170033626,7.639035680592028e-05,7.890131921840241e-05,0.00023429768578874882,0.000384782630987523,0.0006381729419710416,2.9378630193262977e-05,0.0001913464750099907,0.00019367676315214154,9.221364023426428e-05,8.537767995788231e-05,1.4143664584752344e-05,0.0001124562355629229,1.491259387703122e-05,2.4027438794248135e-05,0.0002929355480530766,0.001166541290425394,0.00016764362793948403,8.858629689022453e-05,0.0002544265195908131,7.708934733952604e-05,5.84759658313261e-05,7.045764695948706e-05
otu_1275,0.00025868429298376704,0.0003075775331259332,0.00018213500326346146,2.3836545209970765e-05,0.0002602022556078705,0.0002472299505455845,0.00031542508952022916,0.00025157886685748745,0.00041984536905204713,8.268932554713655e-05,0.00016512445709272318,0.00014687580560528667,8.803083761226713e-05,3.1000734062711056e-05,8.121336536012595e-05,2.356486104296865e-05,0.00024224484050441132,7.529929042077509e-05,0.00012164599212426583,4.231607972147401e-05,0.0001594173302533743,0.00027504181210237207,0.00013174115935666786,7.477577358059332e-05,0.00045888570648643643,7.278080152286549e-05,2.9200275679435567e-05,0.00024428683815673805,0.0009577728873858506,5.627019041366292e-05
otu_1276,0.0001281494054819378,0.00020317129236737302,9.030504541745544e-05,0.00013667148196219776,0.0002316303063199193,0.00044503672909614994,0.0002825582056042213,6.379976903348993e-05,0.0003109226955935069,8.496771255728015e-05,0.00013593591843620085,5.2814517107125795e-05,0.0003511005516592881,5.888789191077655e-05,9.536905550417583e-05,4.150744542531487e-05,0.00020204582664015241,0.00017588429312913876,0.00014121851612178117,0.00023458849704192805,0.0003798302705407352,9.91795605690237e-05,7.007464779360773e-05,0.00025935953467388554,9.84539623412307e-05,4.590903477233662e-05,0.00023728889259226323,0.0006065640254782549,0.00012474532973547078,6.13772080865028e-05
otu_1277,0.00023133886596889055,2.7610565501469374e-05,3.26569512194974e-05,0.00024638637304137597,6.603020224215637e-05,0.00010016269609240429,4.8247264695940616e-05,0.0001337482888429019,7.266447827541844e-05,0.00026368976848123183,6.90376296088136e-05,2.2146700926546372e-05,0.00022987042213045062,4.074218474797363e-05,0.0002147173691561654,0.0006189498218150042,0.0002486602476512708,0.00013404619455484448,0.00040636720036181284,0.0002299927860571963,9.406941857730962e-05,0.00012579370779153195,0.0007778206823282109,8.384212055488602e-05,0.00014348370290176836,2.133842505632157e-05,9.509991182618848e-05,8.175758231006688e-05,8.59010321129586e-05,7.129278666363778e-05
otu_1278,0.0002016667704147847,0.00010467649841867595,3.8787233918650115e-05,0.0005136968393008312,0.0003610998867410881,0.00142859610677859,0.0001240307284353536,0.0004761993989457927,4.305905204505268e-05,3.730066690331278e-05,0.0004567381733260075,0.00027202311571121555,0.0001012168934173448,2.9261215248896845e-05,0.00013885430090173037,4.087213286661689e-05,0.00018965933175468962,0.00011539159606593349,0.00047809257834517714,0.00011185574608736377,0.00012541378179801185,0.00011445701965414134,0.00026966029369805943,0.0001058395846708535,2.184610684811359e-05,1.1166142075952363e-05,0.00011982969870625802,0.0006943218780339091,9.298085321013046e-05,0.00010274932029586591
otu_1279,0.0003990577170364863,0.00013374215276024627,0.00011025557482336976,0.00012873844910884138,0.0002641101590556628,7.436425893627061e-05,0.00018678927758477854,4.9210017006808395e-05,0.00016677431360636314,0.00016068261957721716,8.180793566686518e-05,7.38785759692958e-05,3.371826730936173e-05,4.3352456176457585e-05,0.0001832870077862372,2.8996812182661933e-05,7.633130470198123e-05,4.1576817577812976e-05,6.666384170228739e-05,0.0001743725650764217,4.015144436228049e-05,9.244623265549059e-05,0.0002872869088721802,5.2662613728636005e-05,0.0007189388964333858,9.559066014130293e-05,0.00023915712501267476,5.633311514292204e-05,0.0001162929672733376,3.61768861524292e-05
otu_1280,2.5248208525679786e-05,5.9264453293068825e-05,1.7658363823182945e-05,2.1639719067664123e-05,5.392906609454484e-05,0.00021204202685228834,0.00013942859250882088,0.00024397015979331355,2.2673381870528754e-05,8.09411558068805e-05,7.818549168120274e-05,0.00014634740976124367,1.817491582360384e-05,0.00025504870116056886,0.00011043754320268592,2.2058016705693413e-05,0.0002322307425647723,2.9597358504383465e-05,0.0007214638157490204,0.0002056035267228973,6.962856090332175e-05,0.00020303294228422264,9.44835620807505e-05,5.5131266555536e-05,0.0004843947872561775,0.00015345316989544893,0.0006316093640490385,0.0001045545830184218,0.00013344826462103257,0.00034742891787182726
otu_1281,0.00020151718358687274,0.00015799110949698145,1.3477299544884238e-05,0.0004479657679548188,0.0025304639425296834,5.910542440917715e-05,0.00021037341400122704,0.0003751517529207927,9.81683064026862e-05,9.69205058887203e-05,1.9824897673331998e-05,0.0002749854913153548,0.00015116703011971546,9.289197628951492e-05,5.920255315420877e-05,6.450414200879546e-05,9.304749628468235e-05,0.0004355468442514443,0.0004770926672628227,6.767559491916431e-05,8.161450217598422e-05,0.0001843009175908629,6.426346671771267e-05,0.0005343872787500755,0.00035237449928906124,0.0005460483883544295,5.004556117837188e-05,0.00042787891590645953,6.995809769013338e-05,4.104813360026648e-05
otu_1282,0.00013935331452426085,0.0004073270183203398,7.388609647044595e-05,8.778536909375804e-05,8.698427961998422e-05,6.396775887912945e-05,0.00021318659246804525,0.0011804474042576775,0.00010841993135050324,0.00013200385574369124,0.0009963792145648528,3.043889354470842e-05,0.00011090096779078376,8.393153444423253e-05,6.10562936185138e-05,8.56843026752901e-05,0.0009489765151665139,8.59955742554788e-05,0.0006454842525507119,7.017723793255219e-05,0.00019102553027332072,0.0003090690005683486,0.00010611839919796294,0.0006075948909297791,0.00029301836491296446,0.00014252060767326269,0.00016625690640380188,9.70923309225833e-05,6.840209526424158e-05,0.0018887924483277794
otu_1283,0.0004199035938713131,5.333623358826867e-05,0.00012044819945435774,5.7045350296200263e-05,3.0816503256991796e-05,4.071327465090727e-05,0.0004526715984253299,0.00020377403520902378,7.726189577699932e-05,9.579414338580564e-05,6.665893187187898e-05,6.82272072601939e-05,4.892831948446318e-05,0.00025150367433075403,6.848729795945938e-05,0.00013038582916695984,0.0004971564811135601,0.00023082958848203287,0.00024729603315500043,0.00026926488335472494,7.331764481930184e-05,4.632240836495495e-05,0.00017036356594123147,0.0011259524782779601,0.00010492011249091505,0.0001252905571282948,4.0705079477757015e-05,0.00012105480473400777,9.205732954862635e-05,9.746435237864327e-06
otu_1284,0.00018659794338796916,0.0001316262012959083,0.0009620257630608802,0.00042975496072491604,3.466896653075233e-05,0.0005584608516755758,0.00011340375463814091,4.960295151252371e-05,0.00017971844687895728,9.632923015315685e-05,6.93597700784496e-05,0.0007907295110855944,5.537882308390563e-05,0.00011693323693670803,4.830083461926685e-05,0.00014197846712346148,0.00019727841294720017,3.588252167793148e-05,3.406650442196135e-05,0.0004937251228175799,7.713485402706585e-05,0.00020399110632797132,0.00019216883874678995,0.00038468506306808754,0.00025938961039925225,0.001411162854253407,0.00016529840868784184,0.00021965080359154636,0.00015013106261767327,0.00011662516109473899
otu_1285,0.00014015230485448838,0.0003623011572836836,0.00017778195095913057,0.00028571777536893415,0.0004780768330620861,0.00036224716452554564,0.0002095029718809347,0.0003694990371038997,0.00017392872437301768,0.00027012601484790175,0.00027188218183159794,0.00016215379797764954,3.4132724483045975e-05,0.00012770400127275872,8.372970081048568e-05,6.771588278062166e-05,0.00010236394165289205,0.00040584058611233795,0.0004110399361554268,0.00010871345894509475,0.0002783684386688157,5.180172124363755e-05,0.00026843501632958604,0.00018883426320322877,0.00043740473432545235,0.00016178511746065596,0.00019129663916955111,0.00011415808826519675,3.4433799523166064e-05,3.4059384166673544e-05
otu_1286,0.00014326145557075123,8.283609871291647e-05,8.69856592942579e-05,0.00010110705685376836,0.00011370211042046756,9.875206034319415e-05,0.0003158425236036734,0.00015338609594882336,0.00010500650009966649,0.0002271872717522069,7.4010060535052e-05,0.00013789199216944904,0.00015212516906374846,0.0007228751315907309,2.377815659083248e-05,0.0002165362150625625,0.00013494938337856488,2.769724602050395e-05,4.144891644246939e-05,3.821289015131578e-05,7.605283857519126e-05,0.00010391356190449438,0.00010632911042314832,0.00023267277532331955,9.689299096543549e-05,8.477672973873426e-06,0.0002020764207480087,3.498122770597985e-05,6.300127680726702e-05,0.00010138659516288398
otu_1287,2.7707944155453046e-05,6.365636888172556e-05,0.00015244654152072752,5.885988377115506e-05,0.00020665204608243375,1.3681086403615243e-05,9.324414390805071e-05,0.00026953330649741655,9.985207129611328e-05,0.00023321569699272227,0.00013768335904511457,0.000327672513773135,0.00020795502396321237,0.0001558198183185235,0.0005636895389878394,0.00010770066413049638,0.0011471182924201646,0.0004437863496683736,0.00020070491734810328,0.0002101956763916194,0.00014048033960917,2.9372111826926983e-05,8.586280132744639e-05,0.00016069890816947793,0.00022962743216952322,0.0005062437641541753,0.00010145822556489373,0.00010410903037992662,4.641018767485538e-05,4.465444737177529e-05
otu_1288,0.00016897339253583993,0.0002281499562730394,0.00023867729152841913,8.705874429103717e-05,3.1214574488409063e-05,9.554534801670757e-05,4.409612596415863e-05,0.0001942031441553756,0.00012884030477679846,0.0005209814752888107,9.03832152047749e-05,0.00026675844352415574,0.0007410383909010465,2.0893897630529566e-05,8.075456964220928e-05,0.00019474099956723822,0.00013580835994660883,0.0009129685883030215,2.1350700644315326e-05,0.000428549548475587,0.00026001492263841536,4.1199364816428046e-05,0.00019334816993707963,0.00016379293894888862,5.684867433733828e-05,0.00022912004745328783,0.00022250817840052174,0.0002970078939520225,8.359996417608488e-05,0.0003692746449717578
otu_1289,0.0001334669419086205,0.00014148010562921312,0.00018690902441818354,1.4780486658947076e-05,0.00041780053027554084,0.0008547671388802097,0.00017007326692927715,0.0003708003329600679,3.171492137683904e-05,3.5414438485808356e-05,0.0002757561184048889,2.244246057609707e-05,0.00019233429962693847,0.00034388797774858855,0.0001748270155531552,9.781478337947732e-05,7.016593049649015e-05,0.00011431744316104105,1.699985292538315e-05,0.0003206662314328991,0.00022297291474757908,0.0004615682338144767,8.015496846240961e-05,0.00019780363815355835,0.0003515991031936103,0.0006211433604189669,0.0001938180735871614,2.0860028014016142e-05,0.00013384207756715947,9.079279948314434e-05
otu_1290,9.752969398736566e-05,9.941611864941302e-05,0.0001274973577574961,0.00012429691620967083,0.0006271182288769134,0.0004460034360297257,5.425376800168611e-05,0.0001770356284633537,0.0002758507712931777,0.0021750562799506745,0.000556416715903103,0.00037918010891073943,0.0007182619080451165,3.826268483047537e-06,0.00013202383294079882,0.0005386497231432155,8.43066552017491e-05,0.000138785206530295,0.00015013854206003444,4.595583345840442e-05,0.0002890760783947263,0.0002607420406570898,0.0003273960685581049,9.094334687999147e-05,1.4538270013159315e-05,0.00010586539647124402,4.4349261610307715e-05,0.00018136490685408525,0.00017427711496230197,0.00017617904251060948
otu_1291,0.000253515734485925,4.316294248438525e-05,7.169852662796758e-05,3.069898343930231e-05,0.00010074933802482508,0.00019184032557767718,0.0002844547675374926,0.0001567008040710759,2.5154162115881984e-05,0.00011482663158207133,8.3052986613723e-05,7.951395903578276e-05,0.00015541815641435117,0.00011923517707749442,0.00019458016823009668,0.00032655945689889223,0.0003210961256668171,5.8063876376699444e-05,0.00045896915854845175,4.41175544481925e-05,0.0004273992035029898,4.217620299131862e-05,0.0005807887047230385,6.336791860894692e-05,0.00014608011628427345,0.0001441990737971239,0.0001440320442137858,0.0011308697560093953,0.00013514352440830915,0.0003253073610408127
otu_1292,8.28772153688862e-05,8.451888221568212e-05,9.138429502292901e-05,6.221545362200266e-05,0.00020604474855972149,0.00012084327656569796,4.1902748274709406e-05,0.00012727187845631947,0.00020528820846908328,0.00016773858962238915,0.00020594283031556064,3.479255702086034e-05,2.833167744823773e-05,0.0003231038715988921,0.00015482540670163508,1.9798963747404895e-05,4.438872342820825e-05,6.73287077305067e-05,5.084915739938904e-05,0.00043179050111896526,7.347775646310567e-05,0.0005463501536364731,0.0002022134669076001,0.0004547010569625288,4.897499568233992e-05,0.00018020528024580796,0.001361235373723937,0.00010022510814074774,3.7199946699649806e-05,0.0008592533878147737
otu_1293,3.0091397521167033e-05,0.0002804229411138404,1.9493991112948447e-05,5.616189740182251e-05,4.5562015063074406e-05,0.0005221525178078563,0.00021820896789624027,0.0008401516008280667,0.00017566352863169655,0.00020643327672581588,0.00034511620676615874,0.00011109732549397739,2.1746773599785127e-05,4.684741987736499e-05,0.0007796842279631666,0.00020662280921928322,2.4669476201593797e-05,4.767010465338785e-05,0.00010809453884417787,5.220468730964523e-05,0.00026215771626282526,0.0003107407841172315,0.0001368692369596737,0.0001272960653237113,0.00033269494864527255,0.00021780429319093075,0.0005085125087076178,0.0002910225549704245,0.000547675898177284,0.00041003427845475165
otu_1294,0.00011935071361226447,0.0002095897895248133,0.00012456537632148812,0.0001375665274230453,5.798746845431984e-05,0.00010912047833379752,0.0007996195650628666,0.00034840027317572326,0.00023004927544700458,0.00016683739441761597,0.001247182541093575,0.0012901754173660434,0.0008084685913249912,0.00020176944624835915,0.00018478707589971946,0.0001719918006186508,0.0001736075083159411,0.00045015541256817823,0.0006330786207805677,9.739462214705833e-05,1.9753037952097603e-05,7.111986576491598e-05,0.00031606783454039887,9.824425617396412e-05,0.00017271089528516785,5.491804527983352e-05,5.934522543075391e-05,0.0004399118103790914,0.0011376965722567057,5.255499049814838e-05
otu_1295,1.930774799580338e-05,0.000557797927103167,8.748769570567904e-05,4.2284268120920774e-05,8.827965471018574e-05,0.00010614097290527103,0.0005570855495176724,8.107746635747713e-05,0.00014718124296992483,2.2596704843833237e-05,6.659536963835703e-05,2.9803968174579034e-05,7.76045155305971e-05,0.00035059832808933015,0.0001150516865856462,5.877928652258765e-05,0.0002743345028018995,0.00016052216675717227,0.0001268181629425606,0.0003821912169162218,0.00040203407415912465,0.00016364213631899025,0.0002356360229217132,0.00011555683824430435,7.019608149293366e-05,0.0001561217800895076,5.5425529881995485e-05,5.425720956776766e-05,7.501789811406373e-05,3.708730768039898e-05
otu_1296,1.3616209599720324e-05,0.0002340484146430109,0.0003988471864053972,0.00010218554318437905,1.8625597221260176e-05,5.39073224885488e-05,0.00017645605985408726,0.00029628973116287063,0.00014007628092412412,3.178303143413654e-05,0.0021649748392844528,0.00011121246674998539,6.618032867588609e-05,0.0002124395170053607,0.0001772739967661695,0.00046309000719810684,0.0011231203302654639,0.00014279110433313593,0.0003978367655849975,0.00011823328033899776,0.0004714420695937278,0.00032186800499263104,0.00010016232920622541,0.0008533577140183154,0.00016485761987426276,0.00012048476261271361,5.268492271674819e-05,6.292755839383443e-05,0.0008106288045213827,0.0003054775401859348
